#Data tag : 23v1 , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(hz/ub),recorded(hz/ub),avgpu,source
370579:9063,62:62,07/12/23 17:50:55,STABLE BEAMS,6800,12317.703655366,12024.484162757,35.7,PLTZERO
370579:9063,63:63,07/12/23 17:51:18,STABLE BEAMS,6800,12302.772492297,12014.935838419,35.7,PLTZERO
370579:9063,64:64,07/12/23 17:51:42,STABLE BEAMS,6800,12293.131545092,11982.524409742,35.7,PLTZERO
370579:9063,65:65,07/12/23 17:52:05,STABLE BEAMS,6800,12291.692043859,12018.815982435,35.7,PLTZERO
370579:9063,66:66,07/12/23 17:52:28,STABLE BEAMS,6800,12278.705281710,11978.832052000,35.6,PLTZERO
370579:9063,67:67,07/12/23 17:52:52,STABLE BEAMS,6800,12267.654131126,11996.431947632,35.6,PLTZERO
370579:9063,68:68,07/12/23 17:53:15,STABLE BEAMS,6800,12247.122194939,11941.732337204,35.5,PLTZERO
370579:9063,69:69,07/12/23 17:53:38,STABLE BEAMS,6800,12324.926553008,12036.590199044,35.8,PLTZERO
370579:9063,70:70,07/12/23 17:54:02,STABLE BEAMS,6800,12674.712657079,12355.709471433,36.8,PLTZERO
370579:9063,71:71,07/12/23 17:54:25,STABLE BEAMS,6800,12726.991748020,12417.603909381,36.9,PLTZERO
370579:9063,72:72,07/12/23 17:54:48,STABLE BEAMS,6800,12722.340225376,12388.012019543,36.9,PLTZERO
370579:9063,73:73,07/12/23 17:55:12,STABLE BEAMS,6800,12702.107127302,12376.719452970,36.9,PLTZERO
370579:9063,74:74,07/12/23 17:55:35,STABLE BEAMS,6800,12673.791727864,12351.849329802,36.8,PLTZERO
370579:9063,75:75,07/12/23 17:55:58,STABLE BEAMS,6800,12662.395839196,12360.915996821,36.7,PLTZERO
370579:9063,76:76,07/12/23 17:56:21,STABLE BEAMS,6800,12972.495070038,12624.228182283,37.6,PLTZERO
370579:9063,77:77,07/12/23 17:56:45,STABLE BEAMS,6800,13355.140670726,12932.597593574,38.7,PLTZERO
370579:9063,78:78,07/12/23 17:57:08,STABLE BEAMS,6800,13380.954033420,12825.569341326,38.8,PLTZERO
370579:9063,79:79,07/12/23 17:57:31,STABLE BEAMS,6800,13380.499916681,12990.704661450,38.8,PLTZERO
370579:9063,80:80,07/12/23 17:57:55,STABLE BEAMS,6800,13371.818962497,13055.995825312,38.8,PLTZERO
370579:9063,81:81,07/12/23 17:58:18,STABLE BEAMS,6800,13337.166437206,13042.305358724,38.7,PLTZERO
370579:9063,82:82,07/12/23 17:58:41,STABLE BEAMS,6800,13383.464859520,13086.674073744,38.8,PLTZERO
370579:9063,83:83,07/12/23 17:59:05,STABLE BEAMS,6800,14007.347038068,13682.686861724,40.6,PLTZERO
370579:9063,84:84,07/12/23 17:59:28,STABLE BEAMS,6800,14160.663685416,13811.725684681,41.1,PLTZERO
370579:9063,85:85,07/12/23 17:59:51,STABLE BEAMS,6800,14157.322753448,13599.898848384,41.1,PLTZERO
370579:9063,86:86,07/12/23 18:00:15,STABLE BEAMS,6800,14153.269883624,13801.057422659,41.1,PLTZERO
370579:9063,87:87,07/12/23 18:00:38,STABLE BEAMS,6800,14155.928175591,13805.633212670,41.1,PLTZERO
370579:9063,88:88,07/12/23 18:01:01,STABLE BEAMS,6800,14155.962356421,13808.368138909,41.1,PLTZERO
370579:9063,89:89,07/12/23 18:01:25,STABLE BEAMS,6800,14336.757461174,13954.013072576,41.6,PLTZERO
370579:9063,90:90,07/12/23 18:01:48,STABLE BEAMS,6800,14876.787227961,14311.381213118,43.2,PLTZERO
370579:9063,91:91,07/12/23 18:02:11,STABLE BEAMS,6800,14893.352234696,14285.692456146,43.2,PLTZERO
370579:9063,92:92,07/12/23 18:02:34,STABLE BEAMS,6800,14901.701146533,14552.218835622,43.2,PLTZERO
370579:9063,93:93,07/12/23 18:02:58,STABLE BEAMS,6800,14903.897508999,14571.729126646,43.2,PLTZERO
370579:9063,94:94,07/12/23 18:03:21,STABLE BEAMS,6800,14895.346441968,14521.049026108,43.2,PLTZERO
370579:9063,95:95,07/12/23 18:03:44,STABLE BEAMS,6800,14906.978666660,14572.088810513,43.2,PLTZERO
370579:9063,96:96,07/12/23 18:04:08,STABLE BEAMS,6800,15431.616317473,15022.302753219,44.8,PLTZERO
370579:9063,97:97,07/12/23 18:04:31,STABLE BEAMS,6800,15580.139835883,15193.883586525,45.2,PLTZERO
370579:9063,98:98,07/12/23 18:04:54,STABLE BEAMS,6800,15586.829512580,15166.527726592,45.2,PLTZERO
370579:9063,99:99,07/12/23 18:05:18,STABLE BEAMS,6800,15578.427864606,15194.705696608,45.2,PLTZERO
370579:9063,100:100,07/12/23 18:05:41,STABLE BEAMS,6800,15568.721485527,15140.839245143,45.2,PLTZERO
370579:9063,101:101,07/12/23 18:06:04,STABLE BEAMS,6800,15563.160752809,14959.815137978,45.2,PLTZERO
370579:9063,102:102,07/12/23 18:06:28,STABLE BEAMS,6800,15563.059186915,14918.886630534,45.2,PLTZERO
370579:9063,103:103,07/12/23 18:06:51,STABLE BEAMS,6800,15557.539471194,15210.695255811,45.1,PLTZERO
370579:9063,104:104,07/12/23 18:07:14,STABLE BEAMS,6800,15812.980625339,15188.006932922,45.9,PLTZERO
370579:9063,105:105,07/12/23 18:07:37,STABLE BEAMS,6800,16257.955457535,15637.765249955,47.2,PLTZERO
370579:9063,106:106,07/12/23 18:08:01,STABLE BEAMS,6800,16272.047725380,15851.858381971,47.2,PLTZERO
370579:9063,107:107,07/12/23 18:08:24,STABLE BEAMS,6800,16248.548893163,15586.021316544,47.1,PLTZERO
370579:9063,108:108,07/12/23 18:08:47,STABLE BEAMS,6800,16241.231265792,15832.865685953,47.1,PLTZERO
370579:9063,109:109,07/12/23 18:09:11,STABLE BEAMS,6800,16215.572205130,15822.808438392,47.0,PLTZERO
370579:9063,110:110,07/12/23 18:09:34,STABLE BEAMS,6800,16274.618123784,15901.606553191,47.2,PLTZERO
370579:9063,111:111,07/12/23 18:09:57,STABLE BEAMS,6800,16910.422575778,16441.343268695,49.1,PLTZERO
370579:9063,112:112,07/12/23 18:10:21,STABLE BEAMS,6800,16997.372747317,16542.477512911,49.3,PLTZERO
370579:9063,113:113,07/12/23 18:10:44,STABLE BEAMS,6800,16993.946851572,16517.167790486,49.3,PLTZERO
370579:9063,114:114,07/12/23 18:11:07,STABLE BEAMS,6800,16987.700549068,4858.766096684,49.3,PLTZERO
370579:9063,115:115,07/12/23 18:11:31,STABLE BEAMS,6800,16980.374132341,0,49.3,PLTZERO
370579:9063,116:116,07/12/23 18:11:54,STABLE BEAMS,6800,16981.626127308,0,49.3,PLTZERO
370579:9063,117:117,07/12/23 18:12:17,STABLE BEAMS,6800,17522.034813009,0,50.8,PLTZERO
370579:9063,118:118,07/12/23 18:12:41,STABLE BEAMS,6800,17780.525873771,2144.319498029,51.6,PLTZERO
370579:9063,119:119,07/12/23 18:13:04,STABLE BEAMS,6800,17774.539345573,1564.795120997,51.6,PLTZERO
370579:9063,120:120,07/12/23 18:13:27,STABLE BEAMS,6800,17798.110445830,17371.268278060,51.6,PLTZERO
370579:9063,121:121,07/12/23 18:13:51,STABLE BEAMS,6800,17777.808986096,17334.861324150,51.6,PLTZERO
370579:9063,122:122,07/12/23 18:14:14,STABLE BEAMS,6800,17757.232126533,17363.860903390,51.5,PLTZERO
370579:9063,123:123,07/12/23 18:14:37,STABLE BEAMS,6800,17955.857905321,631.564581203,52.1,PLTZERO
370579:9063,124:0,07/12/23 18:15:00,STABLE BEAMS,6800,18505.649717110,0,53.7,PLTZERO
370579:9063,125:0,07/12/23 18:15:24,STABLE BEAMS,6800,18523.523361330,0,53.7,PLTZERO
370579:9063,126:0,07/12/23 18:15:47,STABLE BEAMS,6800,18527.466852498,0,53.8,PLTZERO
370579:9063,127:0,07/12/23 18:16:10,STABLE BEAMS,6800,18517.982160515,0,53.7,PLTZERO
370579:9063,128:0,07/12/23 18:16:34,STABLE BEAMS,6800,18509.661569938,0,53.7,PLTZERO
370579:9063,129:0,07/12/23 18:16:57,STABLE BEAMS,6800,18501.981625770,0,53.7,PLTZERO
370580:9063,1:1,07/12/23 18:17:16,STABLE BEAMS,6800,18761.945392001,17887.794477328,54.4,PLTZERO
370580:9063,2:2,07/12/23 18:17:40,STABLE BEAMS,6800,19219.794677904,18375.681073352,55.8,PLTZERO
370580:9063,3:3,07/12/23 18:18:03,STABLE BEAMS,6800,19247.668656340,18220.570101785,55.8,PLTZERO
370580:9063,4:4,07/12/23 18:18:26,STABLE BEAMS,6800,19256.165034043,18335.980728181,55.9,PLTZERO
370580:9063,5:5,07/12/23 18:18:50,STABLE BEAMS,6800,19276.642280902,18454.516050550,55.9,PLTZERO
370580:9063,6:6,07/12/23 18:19:13,STABLE BEAMS,6800,19243.064986859,18404.562050053,55.8,PLTZERO
370580:9063,7:7,07/12/23 18:19:36,STABLE BEAMS,6800,18441.352646398,17737.648972215,53.5,PLTZERO
370580:9063,8:8,07/12/23 18:19:59,STABLE BEAMS,6800,18225.236048684,17769.517489143,52.9,PLTZERO
370580:9063,9:9,07/12/23 18:20:23,STABLE BEAMS,6800,18232.574184553,17759.992247649,52.9,PLTZERO
370580:9063,10:10,07/12/23 18:20:46,STABLE BEAMS,6800,18445.979754163,17999.912282338,53.5,PLTZERO
370580:9063,11:11,07/12/23 18:21:09,STABLE BEAMS,6800,18729.479463225,18232.030224794,54.3,PLTZERO
370580:9063,12:12,07/12/23 18:21:33,STABLE BEAMS,6800,18718.568942341,17950.744150784,54.3,PLTZERO
370580:9063,13:13,07/12/23 18:21:56,STABLE BEAMS,6800,18724.231240952,18231.508050042,54.3,PLTZERO
370580:9063,14:14,07/12/23 18:22:19,STABLE BEAMS,6800,18745.271006611,17991.337815667,54.4,PLTZERO
370580:9063,15:15,07/12/23 18:22:43,STABLE BEAMS,6800,18725.664882615,17978.633886541,54.3,PLTZERO
370580:9063,16:16,07/12/23 18:23:06,STABLE BEAMS,6800,18711.900750737,18222.189980303,54.3,PLTZERO
370580:9063,17:17,07/12/23 18:23:29,STABLE BEAMS,6800,18720.240873217,17907.383919875,54.3,PLTZERO
370580:9063,18:18,07/12/23 18:23:53,STABLE BEAMS,6800,18806.349219747,17923.399437038,54.6,PLTZERO
370580:9063,19:19,07/12/23 18:24:16,STABLE BEAMS,6800,19201.913220923,18321.584518886,55.7,PLTZERO
370580:9063,20:20,07/12/23 18:24:39,STABLE BEAMS,6800,19402.259760344,18536.056348972,56.3,PLTZERO
370580:9063,21:21,07/12/23 18:25:03,STABLE BEAMS,6800,19738.265130419,18878.962815152,57.3,PLTZERO
370580:9063,22:22,07/12/23 18:25:26,STABLE BEAMS,6800,19734.358749866,18888.384577500,57.3,PLTZERO
370580:9063,23:23,07/12/23 18:25:49,STABLE BEAMS,6800,19707.939898187,8687.377595497,57.2,PLTZERO
370580:9063,24:24,07/12/23 18:26:12,STABLE BEAMS,6800,19683.167585910,17519.822384214,57.1,PLTZERO
370580:9063,25:25,07/12/23 18:26:36,STABLE BEAMS,6800,19648.789483853,19015.620240377,57.0,PLTZERO
370580:9063,26:26,07/12/23 18:26:59,STABLE BEAMS,6800,19619.561944556,19061.187938247,56.9,PLTZERO
370580:9063,27:27,07/12/23 18:27:22,STABLE BEAMS,6800,19643.775644413,19023.170671893,57.0,PLTZERO
370580:9063,28:28,07/12/23 18:27:46,STABLE BEAMS,6800,20118.553230443,19488.020098921,58.4,PLTZERO
370580:9063,29:29,07/12/23 18:28:09,STABLE BEAMS,6800,20461.201400649,15041.409681841,59.4,PLTZERO
370580:9063,30:30,07/12/23 18:28:32,STABLE BEAMS,6800,20435.927118471,19504.225751720,59.3,PLTZERO
370580:9063,31:31,07/12/23 18:28:56,STABLE BEAMS,6800,20409.021922412,19713.832217027,59.2,PLTZERO
370580:9063,32:32,07/12/23 18:29:19,STABLE BEAMS,6800,20387.146191315,19351.284446544,59.1,PLTZERO
370580:9063,33:33,07/12/23 18:29:42,STABLE BEAMS,6800,20369.518649070,19660.778904860,59.1,PLTZERO
370580:9063,34:34,07/12/23 18:30:06,STABLE BEAMS,6800,20402.474828605,19739.233290097,59.2,PLTZERO
370580:9063,35:35,07/12/23 18:30:29,STABLE BEAMS,6800,21051.137132190,20130.472054261,61.1,PLTZERO
370580:9063,36:36,07/12/23 18:30:52,STABLE BEAMS,6800,21475.791949345,19885.113819233,62.3,PLTZERO
370580:9063,37:37,07/12/23 18:31:16,STABLE BEAMS,6800,21042.976703215,20209.179005962,61.0,PLTZERO
370580:9063,38:38,07/12/23 18:31:39,STABLE BEAMS,6800,21006.371964243,20198.095316201,60.9,PLTZERO
370580:9063,39:39,07/12/23 18:32:02,STABLE BEAMS,6800,20988.572541254,20189.037866878,60.9,PLTZERO
370580:9063,40:40,07/12/23 18:32:25,STABLE BEAMS,6800,20959.952444132,19731.806337545,60.8,PLTZERO
370580:9063,41:41,07/12/23 18:32:49,STABLE BEAMS,6800,20937.947802477,20089.219368610,60.7,PLTZERO
370580:9063,42:42,07/12/23 18:33:12,STABLE BEAMS,6800,20901.077429628,20095.596659964,60.6,PLTZERO
370580:9063,43:43,07/12/23 18:33:35,STABLE BEAMS,6800,20883.465512905,20110.757518538,60.6,PLTZERO
370580:9063,44:44,07/12/23 18:33:59,STABLE BEAMS,6800,20856.476329664,20041.961822430,60.5,PLTZERO
370580:9063,45:45,07/12/23 18:34:22,STABLE BEAMS,6800,20823.094354648,20052.707729160,60.4,PLTZERO
370580:9063,46:46,07/12/23 18:34:45,STABLE BEAMS,6800,20799.509582060,20019.524377465,60.3,PLTZERO
370580:9063,47:47,07/12/23 18:35:09,STABLE BEAMS,6800,20792.565990627,20011.128955209,60.3,PLTZERO
370580:9063,48:48,07/12/23 18:35:32,STABLE BEAMS,6800,20790.288570764,19981.553256863,60.3,PLTZERO
370580:9063,49:49,07/12/23 18:35:55,STABLE BEAMS,6800,20790.077626215,20017.443877821,60.3,PLTZERO
370580:9063,50:50,07/12/23 18:36:19,STABLE BEAMS,6800,20787.552151187,9146.545199585,60.3,PLTZERO
370580:9063,51:51,07/12/23 18:36:42,STABLE BEAMS,6800,20774.108342514,19963.699242695,60.3,PLTZERO
370580:9063,52:52,07/12/23 18:37:05,STABLE BEAMS,6800,20759.068777385,19983.738615054,60.2,PLTZERO
370580:9063,53:53,07/12/23 18:37:29,STABLE BEAMS,6800,20741.544754224,19982.294394016,60.2,PLTZERO
370580:9063,54:54,07/12/23 18:37:52,STABLE BEAMS,6800,20722.772642477,19940.780129577,60.1,PLTZERO
370580:9063,55:55,07/12/23 18:38:15,STABLE BEAMS,6800,20711.684381277,19918.955160990,60.1,PLTZERO
370580:9063,56:56,07/12/23 18:38:38,STABLE BEAMS,6800,20723.620327057,19926.447270139,60.1,PLTZERO
370580:9063,57:57,07/12/23 18:39:02,STABLE BEAMS,6800,20695.980731454,19924.134409740,60.0,PLTZERO
370580:9063,58:58,07/12/23 18:39:25,STABLE BEAMS,6800,20674.534702218,19882.608830338,60.0,PLTZERO
370580:9063,59:59,07/12/23 18:39:48,STABLE BEAMS,6800,21088.683308875,20224.583372782,61.2,PLTZERO
370580:9063,60:60,07/12/23 18:40:12,STABLE BEAMS,6800,21067.375956149,20195.386632872,61.1,PLTZERO
370580:9063,61:61,07/12/23 18:40:35,STABLE BEAMS,6800,20972.866938240,20111.388486600,60.8,PLTZERO
370580:9063,62:62,07/12/23 18:40:58,STABLE BEAMS,6800,21076.604780205,19919.701556678,61.1,PLTZERO
370580:9063,63:63,07/12/23 18:41:22,STABLE BEAMS,6800,21069.239299673,20192.258339369,61.1,PLTZERO
370580:9063,64:64,07/12/23 18:41:45,STABLE BEAMS,6800,21068.514666080,20222.402011450,61.1,PLTZERO
370580:9063,65:65,07/12/23 18:42:08,STABLE BEAMS,6800,21055.897056894,20168.592700359,61.1,PLTZERO
370580:9063,66:66,07/12/23 18:42:32,STABLE BEAMS,6800,21026.901947240,20179.712364099,61.0,PLTZERO
370580:9063,67:67,07/12/23 18:42:55,STABLE BEAMS,6800,21014.758963291,20163.259615194,61.0,PLTZERO
370580:9063,68:68,07/12/23 18:43:18,STABLE BEAMS,6800,20987.740482196,20155.379218801,60.9,PLTZERO
370580:9063,69:69,07/12/23 18:43:41,STABLE BEAMS,6800,20966.669465493,20136.005307382,60.8,PLTZERO
370580:9063,70:70,07/12/23 18:44:05,STABLE BEAMS,6800,20938.684155211,20113.624490284,60.7,PLTZERO
370580:9063,71:71,07/12/23 18:44:28,STABLE BEAMS,6800,20920.699179145,20097.969483035,60.7,PLTZERO
370580:9063,72:72,07/12/23 18:44:51,STABLE BEAMS,6800,20906.796370757,19863.567579364,60.7,PLTZERO
370580:9063,73:73,07/12/23 18:45:15,STABLE BEAMS,6800,20878.934111463,20036.258931006,60.6,PLTZERO
370580:9063,74:74,07/12/23 18:45:38,STABLE BEAMS,6800,20861.240160748,20083.542670832,60.5,PLTZERO
370580:9063,75:75,07/12/23 18:46:01,STABLE BEAMS,6800,20845.374396132,19528.690422872,60.5,PLTZERO
370580:9063,76:76,07/12/23 18:46:25,STABLE BEAMS,6800,20831.973557645,19524.076908549,60.4,PLTZERO
370580:9063,77:77,07/12/23 18:46:48,STABLE BEAMS,6800,20818.352008657,19390.062161831,60.4,PLTZERO
370580:9063,78:78,07/12/23 18:47:11,STABLE BEAMS,6800,20790.624519492,19755.255500776,60.3,PLTZERO
370580:9063,79:79,07/12/23 18:47:35,STABLE BEAMS,6800,20774.633750698,19716.855215390,60.3,PLTZERO
370580:9063,80:80,07/12/23 18:47:58,STABLE BEAMS,6800,20745.999981245,19769.413262265,60.2,PLTZERO
370580:9063,81:81,07/12/23 18:48:21,STABLE BEAMS,6800,20755.420217948,19652.241603825,60.2,PLTZERO
370580:9063,82:82,07/12/23 18:48:45,STABLE BEAMS,6800,21262.364894642,19853.498205638,61.7,PLTZERO
370580:9063,83:83,07/12/23 18:49:08,STABLE BEAMS,6800,21661.153612965,19535.117841895,62.8,PLTZERO
370580:9063,84:84,07/12/23 18:49:31,STABLE BEAMS,6800,21164.701474436,20247.327253175,61.4,PLTZERO
370580:9063,85:85,07/12/23 18:49:54,STABLE BEAMS,6800,21141.034667856,20217.656862772,61.3,PLTZERO
370580:9063,86:86,07/12/23 18:50:18,STABLE BEAMS,6800,21109.736746866,19870.582717094,61.2,PLTZERO
370580:9063,87:87,07/12/23 18:50:41,STABLE BEAMS,6800,21073.008956906,20213.845546052,61.1,PLTZERO
370580:9063,88:88,07/12/23 18:51:04,STABLE BEAMS,6800,21052.312952737,20168.950429892,61.1,PLTZERO
370580:9063,89:89,07/12/23 18:51:28,STABLE BEAMS,6800,21018.003212340,20175.823468275,61.0,PLTZERO
370580:9063,90:90,07/12/23 18:51:51,STABLE BEAMS,6800,20999.758461967,19772.942585715,60.9,PLTZERO
370580:9063,91:91,07/12/23 18:52:14,STABLE BEAMS,6800,20981.962945358,20151.838220984,60.9,PLTZERO
370580:9063,92:92,07/12/23 18:52:38,STABLE BEAMS,6800,20962.997467773,20092.832484410,60.8,PLTZERO
370580:9063,93:93,07/12/23 18:53:01,STABLE BEAMS,6800,20952.268593584,20150.723430331,60.8,PLTZERO
370580:9063,94:94,07/12/23 18:53:24,STABLE BEAMS,6800,20922.093757003,20109.750332787,60.7,PLTZERO
370580:9063,95:95,07/12/23 18:53:48,STABLE BEAMS,6800,20920.490187786,20112.203968380,60.7,PLTZERO
370580:9063,96:96,07/12/23 18:54:11,STABLE BEAMS,6800,20908.001489158,20102.225686137,60.7,PLTZERO
370580:9063,97:97,07/12/23 18:54:34,STABLE BEAMS,6800,20905.718209725,20121.174864640,60.7,PLTZERO
370580:9063,98:98,07/12/23 18:54:57,STABLE BEAMS,6800,20921.882812453,20140.503588555,60.7,PLTZERO
370580:9063,99:99,07/12/23 18:55:21,STABLE BEAMS,6800,20920.841762036,20140.859690976,60.7,PLTZERO
370580:9063,100:100,07/12/23 18:55:44,STABLE BEAMS,6800,20919.415933134,20142.021800958,60.7,PLTZERO
370580:9063,101:101,07/12/23 18:56:07,STABLE BEAMS,6800,20902.036446053,20121.878089077,60.6,PLTZERO
370580:9063,102:102,07/12/23 18:56:31,STABLE BEAMS,6800,20885.776137002,20090.105395093,60.6,PLTZERO
370580:9063,103:103,07/12/23 18:56:54,STABLE BEAMS,6800,20868.912292154,20099.674226853,60.5,PLTZERO
370580:9063,104:104,07/12/23 18:57:17,STABLE BEAMS,6800,20850.948801181,20087.481385520,60.5,PLTZERO
370580:9063,105:105,07/12/23 18:57:41,STABLE BEAMS,6800,20841.137926423,20108.978236323,60.5,PLTZERO
370580:9063,106:106,07/12/23 18:58:04,STABLE BEAMS,6800,20806.332075696,20028.645511188,60.4,PLTZERO
370580:9063,107:107,07/12/23 18:58:27,STABLE BEAMS,6800,20806.078160960,20052.884684335,60.4,PLTZERO
370580:9063,108:108,07/12/23 18:58:51,STABLE BEAMS,6800,20757.906629170,20030.016193117,60.2,PLTZERO
370580:9063,109:109,07/12/23 18:59:14,STABLE BEAMS,6800,20752.990449244,19783.520710565,60.2,PLTZERO
370580:9063,110:110,07/12/23 18:59:37,STABLE BEAMS,6800,20725.192645229,19970.870415868,60.1,PLTZERO
370580:9063,111:111,07/12/23 19:00:00,STABLE BEAMS,6800,20706.074818803,19977.556608474,60.1,PLTZERO
370580:9063,112:112,07/12/23 19:00:24,STABLE BEAMS,6800,20706.063099661,16901.484065583,60.1,PLTZERO
370580:9063,113:113,07/12/23 19:00:47,STABLE BEAMS,6800,20731.024871395,0,60.1,PLTZERO
370580:9063,114:114,07/12/23 19:01:10,STABLE BEAMS,6800,20745.603483619,0,60.2,PLTZERO
370580:9063,115:115,07/12/23 19:01:34,STABLE BEAMS,6800,20723.049995496,0,60.1,PLTZERO
370580:9063,116:116,07/12/23 19:01:57,STABLE BEAMS,6800,20702.478995504,19373.451126632,60.1,PLTZERO
370580:9063,117:117,07/12/23 19:02:20,STABLE BEAMS,6800,20672.839333058,18814.769831117,60.0,PLTZERO
370580:9063,118:118,07/12/23 19:02:44,STABLE BEAMS,6800,20866.902459360,0,60.5,PLTZERO
370580:9063,119:119,07/12/23 19:03:07,STABLE BEAMS,6800,20921.068332108,0,60.7,PLTZERO
370580:9063,120:120,07/12/23 19:03:30,STABLE BEAMS,6800,20911.095342556,1100.815336302,60.7,PLTZERO
370580:9063,121:121,07/12/23 19:03:54,STABLE BEAMS,6800,20899.825434660,20040.929751115,60.6,PLTZERO
370580:9063,122:122,07/12/23 19:04:17,STABLE BEAMS,6800,20876.852010628,20069.094548009,60.6,PLTZERO
370580:9063,123:123,07/12/23 19:04:40,STABLE BEAMS,6800,20858.615073017,20091.653099328,60.5,PLTZERO
370580:9063,124:124,07/12/23 19:05:04,STABLE BEAMS,6800,20839.567561440,20102.734075760,60.5,PLTZERO
370580:9063,125:125,07/12/23 19:05:27,STABLE BEAMS,6800,20830.473507513,20037.879352744,60.4,PLTZERO
370580:9063,126:126,07/12/23 19:05:50,STABLE BEAMS,6800,20837.424911707,20103.338742331,60.5,PLTZERO
370580:9063,127:127,07/12/23 19:06:14,STABLE BEAMS,6800,20841.706304793,20086.210622396,60.5,PLTZERO
370580:9063,128:128,07/12/23 19:06:37,STABLE BEAMS,6800,20832.032153354,20073.548646146,60.4,PLTZERO
370580:9063,129:129,07/12/23 19:07:00,STABLE BEAMS,6800,20812.330323035,20054.912112761,60.4,PLTZERO
370580:9063,130:130,07/12/23 19:07:23,STABLE BEAMS,6800,20814.111632567,20061.353565681,60.4,PLTZERO
370580:9063,131:131,07/12/23 19:07:47,STABLE BEAMS,6800,20803.218690395,20057.774451476,60.4,PLTZERO
370580:9063,132:132,07/12/23 19:08:10,STABLE BEAMS,6800,20785.677088522,20041.601366636,60.3,PLTZERO
370580:9063,133:133,07/12/23 19:08:33,STABLE BEAMS,6800,20779.383909451,20023.999878468,60.3,PLTZERO
370580:9063,134:134,07/12/23 19:08:57,STABLE BEAMS,6800,20759.516057958,20005.897990640,60.2,PLTZERO
370580:9063,135:135,07/12/23 19:09:20,STABLE BEAMS,6800,20758.047258870,19985.355539463,60.2,PLTZERO
370580:9063,136:136,07/12/23 19:09:43,STABLE BEAMS,6800,20759.131279474,20009.468651790,60.2,PLTZERO
370580:9063,137:137,07/12/23 19:10:07,STABLE BEAMS,6800,20750.834127179,19998.672379000,60.2,PLTZERO
370580:9063,138:138,07/12/23 19:10:30,STABLE BEAMS,6800,20739.478278912,19994.226614003,60.2,PLTZERO
370580:9063,139:139,07/12/23 19:10:53,STABLE BEAMS,6800,20719.672929508,19970.387350686,60.1,PLTZERO
370580:9063,140:140,07/12/23 19:11:17,STABLE BEAMS,6800,20703.150892959,19938.480829738,60.1,PLTZERO
370580:9063,141:141,07/12/23 19:11:40,STABLE BEAMS,6800,20680.888430188,19939.254317312,60.0,PLTZERO
370580:9063,142:142,07/12/23 19:12:03,STABLE BEAMS,6800,20674.716348914,19958.555203434,60.0,PLTZERO
370580:9063,143:143,07/12/23 19:12:26,STABLE BEAMS,6800,20656.670823949,19917.680613617,59.9,PLTZERO
370580:9063,144:144,07/12/23 19:12:50,STABLE BEAMS,6800,20936.549318239,20134.452043990,60.7,PLTZERO
370580:9063,145:145,07/12/23 19:13:13,STABLE BEAMS,6800,21774.729674352,19829.442460998,63.2,PLTZERO
370580:9063,146:146,07/12/23 19:13:36,STABLE BEAMS,6800,21779.106773762,19640.410802956,63.2,PLTZERO
370580:9063,147:147,07/12/23 19:14:00,STABLE BEAMS,6800,21133.634029899,20108.494661542,61.3,PLTZERO
370580:9063,148:148,07/12/23 19:14:23,STABLE BEAMS,6800,20841.839121732,20083.016172593,60.5,PLTZERO
370580:9063,149:149,07/12/23 19:14:46,STABLE BEAMS,6800,20830.340690574,20051.808349881,60.4,PLTZERO
